ts (ns),tx (m),ty (m),tz (m),qx,qy,qz,qw
2989010000000,-0.25270453299148,0.78149479588144,1.4850205163344,-0.066945955233215,0.90334773568602,-0.42253040614021,0.030808495514248
2989020000000,-0.25392612187604,0.78254794804079,1.485234969362,-0.066015059609854,0.9030520051738,-0.42328332054871,0.031149934214275
2989030000000,-0.25508208398725,0.78357392664413,1.4853903110891,-0.065027595749774,0.90268877314704,-0.4241681077954,0.031714459707811
2989040000000,-0.25616840447651,0.78456129233591,1.4854993415531,-0.064001116632391,0.9022572490768,-0.42518028410674,0.032518295851507
2989050000000,-0.25718566881957,0.78551103979152,1.4855687448498,-0.062952854561344,0.90178297900335,-0.42626238193819,0.033537719463464
2989060000000,-0.25813559228542,0.78642744040052,1.4856038613089,-0.061900149620748,0.90129861764566,-0.42734340576962,0.034738837806941
2989070000000,-0.25901982271471,0.78731481393529,1.4856105333488,-0.06086058877899,0.90083720780307,-0.42835263585405,0.036087852913849
2989080000000,-0.25983995134283,0.78817752588961,1.4855952889964,-0.05985190282403,0.90043220155874,-0.42921967230554,0.037550939140658
2989090000000,-0.26059686957678,0.78902002835609,1.4855653187097,-0.058887030440514,0.90011410235685,-0.42988193533621,0.039095294548262
2989100000000,-0.26128867401857,0.78984699875217,1.4855278797842,-0.057959287271848,0.89989979638277,-0.43030822240728,0.040692889033323
2989110000000,-0.26191277647599,0.79066322488944,1.4854901956672,-0.057057105693458,0.89980260486279,-0.43047534753957,0.04231706668379
2989120000000,-0.26246659026055,0.79147355750169,1.485459539552,-0.056169220370548,0.89983576085148,-0.43036006173668,0.043941318116439
2989130000000,-0.26294747687099,0.79228290185318,1.4854432894105,-0.055284591821925,0.90001231189657,-0.42993910200144,0.045539223882951
2989140000000,-0.26335416510671,0.79309603255302,1.4854474659002,-0.054395050570825,0.90033320712556,-0.42921311210947,0.047089266438334
2989150000000,-0.26369139914499,0.79391701257916,1.4854718095447,-0.053504080633348,0.90075003230276,-0.42828224856269,0.048590207122879
2989160000000,-0.26396547626889,0.79474970189299,1.4855142597135,-0.052617767506328,0.90120186434057,-0.42727272691348,0.050045849854449
2989170000000,-0.26418269068674,0.79559795204569,1.4855724118193,-0.051742063980217,0.90162828434652,-0.42631100419059,0.051459920204203
2989180000000,-0.26434935414075,0.79646563263894,1.4856432805445,-0.050883208242903,0.9019693824932,-0.42552374525817,0.05283629798918
2989190000000,-0.26447077231324,0.79735667730968,1.4857244060849,-0.050046898534013,0.90217881391895,-0.42501039425081,0.054174352249791
2989200000000,-0.26454795436767,0.79827509293431,1.4858184000436,-0.049234578304803,0.90226551364944,-0.42475618261168,0.055453444538679
2989210000000,-0.26458081518909,0.799224897533,1.4859293521723,-0.048446593666063,0.90225270491056,-0.42471639889943,0.056647723251933
2989220000000,-0.26456928072815,0.80021009748523,1.486061565581,-0.047683193556951,0.90216355062092,-0.42484625416266,0.05773128534179
2989230000000,-0.26451323984602,0.8012346785425,1.4862196474295,-0.046944406921019,0.90202121845291,-0.4251009572938,0.058678106883768
2989240000000,-0.26441163191112,0.80230151756189,1.4864073881492,-0.046224794841632,0.90184895000399,-0.42543536739665,0.059468377198536
2989250000000,-0.26425974363479,0.80340898402204,1.4866240149497,-0.045496812761067,0.90167016111184,-0.42580262742842,0.060108926659782
2989260000000,-0.26405189364676,0.80455423397409,1.4868675857538,-0.044727208095866,0.90150822970327,-0.42615533245441,0.060613705165598
2989270000000,-0.2637823791559,0.80573433763204,1.4871363406903,-0.043882721251057,0.90138645063676,-0.42644597587503,0.060996746176026
2989280000000,-0.26344544006574,0.80694621749157,1.4874288557863,-0.042930020509111,0.90132801516282,-0.42662695351787,0.061272056875886
2989290000000,-0.26303573225034,0.80818656019017,1.487743719346,-0.04184630782526,0.90134791208702,-0.42666663435975,0.061452510297698
2989300000000,-0.26255010011083,0.8094517863952,1.488077868142,-0.040653427574858,0.90142717044364,-0.42660094839806,0.061546616789727
2989310000000,-0.26198602813852,0.81073822303909,1.4884276838035,-0.039384969483716,0.90153796706631,-0.42648362963595,0.061561609540854
2989320000000,-0.26134115786755,0.81204222108662,1.4887893202269,-0.03807454585642,0.90165262904994,-0.42636843441224,0.061504663416754
2989330000000,-0.26061337422827,0.81336026814926,1.4891585217058,-0.036755797907946,0.90174367367574,-0.42630913741281,0.061383040526567
2989340000000,-0.25980109727615,0.81469010038236,1.4895309267479,-0.035455871211789,0.90178987184854,-0.42634747367455,0.061202450272242
2989350000000,-0.25890396474759,0.81603382599799,1.4899037617965,-0.034174437806471,0.90179573562168,-0.42647423735376,0.060961331093511
2989360000000,-0.25792187537884,0.8173946316721,1.4902747706126,-0.032903903489187,0.90177250857439,-0.42666672872555,0.06065623227053
2989370000000,-0.25685468535025,0.81877559283757,1.4906418369382,-0.031636660482491,0.90173140270866,-0.42690218426625,0.060283697226387
2989380000000,-0.25570219642011,0.82017963308213,1.4910030552622,-0.03036510467617,0.90168361185372,-0.42715778746042,0.059840196727151
2989390000000,-0.2544638777608,0.82160915875487,1.4913555855716,-0.029085500039475,0.9016394465468,-0.42741231942065,0.059321592406911
2989400000000,-0.2531380345992,0.82306495925943,1.4916917815016,-0.02781039065661,0.90160557714318,-0.42765142467875,0.0587215838178
2989410000000,-0.25172268711857,0.82454736027422,1.4920026877753,-0.02655660018361,0.90158778920026,-0.42786251879825,0.058033355574926
2989420000000,-0.25021590539824,0.82605665091896,1.4922793450623,-0.025340913356316,0.90159195305337,-0.4280329551837,0.057250131671349
2989430000000,-0.24861585987662,0.82759313257249,1.4925127781623,-0.024180100590709,0.90162399292074,-0.42815005335409,0.056365148256504
2989440000000,-0.24692204746165,0.82915615950537,1.4926958300966,-0.023093450778389,0.90168664607861,-0.42820707696691,0.055376746474494
2989450000000,-0.24513912460878,0.83074078669145,1.4928292321958,-0.022110918463635,0.90176913029385,-0.42822249702811,0.054305027140929
2989460000000,-0.24327320671183,0.83234099203091,1.4929157907712,-0.021265366105537,0.90185724222278,-0.42822147242282,0.053175834838401
2989470000000,-0.24133057371012,0.83395090201196,1.4929582732638,-0.020589692888162,0.90193698921279,-0.42822910958706,0.05201501455169
2989480000000,-0.23931778261212,0.83556493452042,1.4929593578792,-0.020116774266665,0.90199454183637,-0.42827047080619,0.050848458442243
2989490000000,-0.2372399091188,0.83718093572331,1.4929213623425,-0.019854700347386,0.90202123354657,-0.42836156198691,0.04969765907342
2989500000000,-0.23509419021087,0.83880956693291,1.492845657901,-0.01970604303013,0.90203002541359,-0.42847979452153,0.048565119244553
2989510000000,-0.23287552301552,0.84046463565538,1.4927334621459,-0.019545143466305,0.9020394015363,-0.42859253736366,0.047448312499892
2989520000000,-0.23057825835739,0.84215927859699,1.4925863748265,-0.019246284851552,0.9020676823696,-0.42866728676893,0.046344732148472
2989530000000,-0.22819577459432,0.84390540131358,1.492406812539,-0.018683775348124,0.90213305189805,-0.4286713697948,0.045251850018503
2989540000000,-0.22572313325283,0.84570994810255,1.4921992640125,-0.017761117745959,0.9022500328256,-0.42857695133238,0.04417259047482
2989550000000,-0.22316766193781,0.84756502649332,1.4919725383763,-0.016506469077225,0.9024182851453,-0.42837866292583,0.043133470343811
2989560000000,-0.22054030142006,0.84945920284124,1.4917364162287,-0.014981290127014,0.90263354370508,-0.42807728038971,0.042167389517125
2989570000000,-0.21785252260933,0.85138173426009,1.4915004220829,-0.013246954559054,0.90289162858369,-0.42767385872148,0.041307333424895
2989580000000,-0.21511663209208,0.85332293980059,1.4912737890244,-0.011364771129946,0.90318854541545,-0.42716980429357,0.040586348779841
2989590000000,-0.21234573251401,0.8552730604002,1.4910644199768,-0.0093994107245141,0.90351518216904,-0.42657929138172,0.040025927001806
2989600000000,-0.20955288140414,0.85721726845323,1.4908749483524,-0.0074301031542677,0.90383961969901,-0.42597035996547,0.039597826460004
2989610000000,-0.20675128107989,0.85913944557304,1.4907061497798,-0.0055401198421855,0.90412445660754,-0.42542556714463,0.039260168821981
2989620000000,-0.20395452497805,0.86102381310952,1.490557694226,-0.0038127647641679,0.90433298033339,-0.42502775460025,0.038970903577558
2989630000000,-0.20117670374384,0.86285516344208,1.4904274624762,-0.0023312489024196,0.90442890623893,-0.42486015884901,0.038688037696535
2989640000000,-0.19842993493731,0.86462450163868,1.4903112849791,-0.0011514094553941,0.90438850930802,-0.42497934525785,0.038375181981318
2989650000000,-0.19571534169739,0.86634654690225,1.4902048716592,-0.00021147353969429,0.90424157753129,-0.42532536521924,0.038019185206815
2989660000000,-0.19303068333268,0.86804201395367,1.4901045740638,0.00058210773245213,0.90403184696369,-0.42580666430108,0.037613368139428
2989670000000,-0.19037310530349,0.869730887051,1.4900077418077,0.0013229483625887,0.90380276786275,-0.42633156317499,0.03715110835534
2989680000000,-0.18773892563165,0.8714320044752,1.4899132236459,0.0021046301981615,0.90359771200129,-0.42680828439275,0.036625589025828
2989690000000,-0.18512438820198,0.87315762696242,1.4898216449207,0.003005989041915,0.90345197953599,-0.42716190982892,0.036030369047314
2989700000000,-0.18252920217372,0.87489688402422,1.4897345387016,0.0040424976831261,0.90336600612798,-0.42739097479606,0.035362011364489
2989710000000,-0.17995427860325,0.87663290916712,1.4896534441677,0.0052124934317594,0.90333069469072,-0.42751384334478,0.034617909965628
2989720000000,-0.17740077770887,0.87834905769526,1.4895797054029,0.0065143343807234,0.90333683181806,-0.42754882330174,0.033795494104819
2989730000000,-0.17487008670723,0.88002890607566,1.4895143667187,0.0079464309613899,0.90337510257813,-0.42751418261328,0.03289227783899
2989740000000,-0.17236403698986,0.88165770458997,1.4894584221823,0.0094995005079156,0.90343855253437,-0.42742266619788,0.031912469428174
2989750000000,-0.16988592386128,0.88322757906064,1.4894138879286,0.011130639857478,0.90353092346516,-0.42726320588597,0.030889028709178
2989760000000,-0.16743964123111,0.88473274729809,1.4893830901499,0.012787907244035,0.9036591802227,-0.42701846005582,0.029862856512952
2989770000000,-0.16502949513109,0.88616795712352,1.4893683990005,0.014419461191196,0.90383068339049,-0.42667131169118,0.02887501827813
2989780000000,-0.16266032783694,0.88752877151563,1.4893723306571,0.015973508090753,0.90405318097782,-0.42620483279509,0.027966649875771
2989790000000,-0.16033653918883,0.88881210434036,1.4893961990235,0.017409033917059,0.90432987919359,-0.4256127291384,0.027169834948913
2989800000000,-0.15805831690769,0.8900169554541,1.4894350159356,0.018732125262539,0.90464285291575,-0.42493454394319,0.026477339658402
2989810000000,-0.15582455358136,0.89114266348288,1.4894818612236,0.019961615326132,0.90496834038158,-0.42422225962115,0.025871050664762
2989820000000,-0.15363398468393,0.89218828588213,1.4895294473556,0.021116330899158,0.90528255431956,-0.4235278573888,0.02533281329939
2989830000000,-0.15148513868768,0.89315249362888,1.4895700042531,0.022215192113251,0.9055616977672,-0.42290334886098,0.024844603005863
2989840000000,-0.1493760429436,0.89403567274356,1.4895970088334,0.023275307378727,0.90578604594582,-0.42239216018439,0.024387743869123
2989850000000,-0.14730332885877,0.89484731649236,1.4896113777317,0.024305325609534,0.90595372456175,-0.42199998331771,0.023939803247973
2989860000000,-0.14526318812926,0.89559937559628,1.4896161844938,0.02531153673683,0.9060676666204,-0.42172209713786,0.023477274090814
2989870000000,-0.14325172493853,0.89630368626828,1.4896145450362,0.026300202002426,0.90613070882607,-0.42155369069447,0.022976591541389
2989880000000,-0.14126497843858,0.89697192344866,1.4896095300538,0.027277557141344,0.90614557460242,-0.42148990427224,0.022414127273473
2989890000000,-0.13929860062293,0.89761360346208,1.4896037173948,0.028250388835719,0.90611790139996,-0.42151896764653,0.021772096990785
2989900000000,-0.13734682467832,0.89822950503593,1.4895980870492,0.02922798581549,0.90606659798432,-0.42159883751952,0.021058610221985
2989910000000,-0.13540352565239,0.89881800969558,1.4895932922448,0.030220419045359,0.9060142015808,-0.42167920115818,0.020289014693461
2989920000000,-0.13346261594894,0.89937749894319,1.4895902182255,0.031237824935761,0.90598325385825,-0.42170975904344,0.019478735822242
2989930000000,-0.1315180394888,0.89990636443668,1.4895901068032,0.032290324822521,0.90599631604997,-0.42164018146834,0.018643164916214
2989940000000,-0.12956528211001,0.90040210819288,1.4895941307446,0.033381368051323,0.90606844360981,-0.42143677845368,0.017796109915134
2989950000000,-0.1276065835165,0.9008583396978,1.4896014789395,0.034485338242939,0.90618165955472,-0.42113944618799,0.016944857550222
2989960000000,-0.12564612547031,0.9012676772048,1.4896106629699,0.035568517517303,0.90630908048978,-0.42080837559725,0.016094788305115
2989970000000,-0.12368819886684,0.901622913113,1.489620022521,0.036597142359481,0.90642406222938,-0.42050382679223,0.015251237189355
2989980000000,-0.12173719946108,0.90191712092559,1.4896276649327,0.037537507207652,0.90650016634756,-0.42028616277253,0.014419616722462
2989990000000,-0.11979669337979,0.90214465383197,1.4896320890979,0.038363084054835,0.90651801720788,-0.42020026543218,0.013604969313082
2990000000000,-0.11786634792747,0.90230404232429,1.4896345373672,0.039078534506353,0.90648890871742,-0.42022211584651,0.01281014701758
2990010000000,-0.11594471787527,0.90239485791548,1.4896371159168,0.03969719255064,0.90643251130994,-0.42030861927963,0.01203743756846
2990020000000,-0.11403033776925,0.9024165222022,1.4896420615843,0.040232406592476,0.90636844535638,-0.42041663885273,0.011289131845095
2990030000000,-0.11212172446606,0.90236827278066,1.4896517540132,0.040697468093102,0.9063163244883,-0.42050299026177,0.010567461272474
2990040000000,-0.11021657732329,0.90224992568812,1.4896679267301,0.041109218985615,0.90629245568191,-0.42053123748445,0.0098739651734595
2990050000000,-0.10830903489437,0.90206450923324,1.4896889493724,0.041500655895884,0.90629840960564,-0.42049507876803,0.0092074447253753
2990060000000,-0.10639224592684,0.90181587279198,1.4897122225944,0.041909268595257,0.90633158260099,-0.42039659862318,0.0085659472245333
2990070000000,-0.10445938194495,0.90150766658311,1.4897351547266,0.042372564427838,0.90638927895143,-0.42023788234961,0.0079475168466558
2990080000000,-0.10250368486823,0.90114321242478,1.4897552289363,0.042928070579059,0.90646872035162,-0.42002096879976,0.0073502074103018
2990090000000,-0.10052027933691,0.90072563171322,1.4897693453533,0.043600172651633,0.9065659104629,-0.41975158153397,0.0067738269137559
2990100000000,-0.098512311380343,0.90025888938578,1.4897712395885,0.044354667484988,0.90667179559572,-0.41945221005926,0.0062259151883051
2990110000000,-0.096485132094061,0.89974736357097,1.4897537224926,0.045141029177306,0.90677607297268,-0.41915005268186,0.0057161443170755
2990120000000,-0.094444031850584,0.89919573863127,1.4897095273648,0.045908733794371,0.90686862122049,-0.41887239786011,0.0052541714826345
2990130000000,-0.092394181123415,0.89860918845365,1.4896312867817,0.046607283731193,0.90693947987241,-0.41864665508449,0.0048496534441779
2990140000000,-0.090338927309279,0.89799257140451,1.4895129092591,0.04719724320097,0.90698123125626,-0.41849389031377,0.0045088971101111
2990150000000,-0.088274215973195,0.89734686176629,1.4893543503026,0.04768845284315,0.90699730060011,-0.41840634887896,0.0042231963386589
2990160000000,-0.086193957634908,0.89667176279582,1.4891572481797,0.048104512636182,0.9069940397993,-0.41836817511758,0.0039796584476648
2990170000000,-0.084092131768326,0.89596673436429,1.4889231901475,0.048469016947144,0.90697771701422,-0.41836347483763,0.0037653894406652
2990180000000,-0.081962823761427,0.89523089907834,1.4886536788624,0.048805550531669,0.9069545422299,-0.41837632539868,0.0035674797473169
2990190000000,-0.07980126573837,0.89446406906874,1.4883499192769,0.0491370395182,0.90693097437156,-0.41839021193977,0.003374851971159
2990200000000,-0.077607288684978,0.89367060338041,1.4880121845529,0.04948352789673,0.90691474748846,-0.41838604033475,0.0031847304201687
2990210000000,-0.075381994234833,0.89285615957749,1.487640498535,0.049864262654171,0.90691393048584,-0.41834399464286,0.0029966893281491
2990220000000,-0.073126492571095,0.89202633773249,1.487234886565,0.050298498224792,0.90693655281469,-0.41824424962963,0.002810319677923
2990230000000,-0.07084192921848,0.89118662284433,1.4867953801715,0.050805487175212,0.90699059006705,-0.41806695665935,0.0026252147160766
2990240000000,-0.068529442508528,0.89033981649716,1.4863232399054,0.051395661680476,0.90708069661375,-0.41780035562869,0.002441030043636
2990250000000,-0.066189901154355,0.88947731343248,1.4858251972599,0.052039797843486,0.90719688377125,-0.41746925169388,0.0022577436281924
2990260000000,-0.063824125516444,0.88858736983868,1.4853094858861,0.052697510933724,0.90732515712485,-0.41710876791682,0.0020754075920732
